SSN,Disease_Type,Age_Group,Gender,State,Race,Smoking,Alcohol_Consumption,Education_Level,Insurance_Type,Exercise_Frequency,Diet_Quality,Sleep_Hours,Stress_Level,Occupation,Family_History,BMI_Category,Income_Level
229-74-6102,Lung Cancer,31-45,Other,Georgia,Caucasian,Current,Occasional,Less than high school,Uninsured,3-4 times/week,Good,7-8,High,Office/Desk Job,No,Overweight,"Less than $30,000"
202-66-4860,Arthritis,31-45,Female,California,Black,Former,Regular,High school graduate,Private,5+ times/week,Fair,7-8,Low,Education,No,Underweight,"Less than $30,000"
126-17-4123,Heart Disease,31-45,Other,Ohio,Native American,Former,Never,High school graduate,Uninsured,Never,Good,Less than 6,Medium,Healthcare,No,Normal,"$50,000-$75,000"
428-56-5503,Heart Disease,61+,Other,Washington,Asian,Never,Never,Some college,Private,1-2 times/week,Good,7-8,Medium,Education,Yes,Obese,"$50,000-$75,000"
101-46-9903,Arthritis,18-30,Male,Michigan,Caucasian,Current,Heavy,Less than high school,Uninsured,1-2 times/week,Poor,Less than 6,High,Healthcare,Yes,Obese,"$30,000-$50,000"
474-98-3723,Heart Disease,61+,Female,Washington,Caucasian,Never,Never,Less than high school,Medicare,Never,Good,6-7,High,Retired,Yes,Obese,"$30,000-$50,000"
990-74-2583,Arthritis,18-30,Male,Pennsylvania,Other,Former,Regular,Less than high school,Medicaid,Never,Excellent,8+,Low,Retired,No,Overweight,"Less than $30,000"
108-32-7055,Chronic Respiratory Disease,31-45,Female,Georgia,Other,Current,Regular,High school graduate,Private,1-2 times/week,Fair,6-7,Low,Healthcare,Yes,Overweight,"$100,000+"
710-10-5775,Type 2 Diabetes,46-60,Female,Colorado,Other,Current,Regular,High school graduate,Medicaid,5+ times/week,Excellent,8+,Low,Retired,No,Underweight,"$50,000-$75,000"
916-68-2927,Lung Cancer,61+,Male,Colorado,Native American,Former,Regular,Some college,Medicaid,5+ times/week,Fair,8+,Low,Office/Desk Job,No,Normal,"$75,000-$100,000"
362-39-3057,Depression,46-60,Female,Georgia,Asian,Former,Regular,Bachelor's degree,Uninsured,1-2 times/week,Excellent,7-8,High,Service Industry,Yes,Normal,"$50,000-$75,000"
206-86-3112,Heart Disease,18-30,Other,Virginia,Native American,Never,Regular,Bachelor's degree,Medicaid,1-2 times/week,Good,7-8,Medium,Unemployed,Yes,Obese,"$100,000+"
167-10-7484,Chronic Respiratory Disease,61+,Female,North Carolina,Black,Current,Occasional,High school graduate,Medicaid,3-4 times/week,Fair,6-7,Medium,Education,No,Normal,"$75,000-$100,000"
124-15-7143,Depression,31-45,Other,Virginia,Black,Never,Never,Bachelor's degree,Private,1-2 times/week,Poor,Less than 6,Low,Unemployed,No,Underweight,"$100,000+"
637-20-1891,Type 2 Diabetes,31-45,Other,Washington,Caucasian,Former,Regular,Graduate degree,Medicaid,1-2 times/week,Poor,6-7,High,Service Industry,Yes,Obese,"$50,000-$75,000"
492-14-3451,Chronic Respiratory Disease,18-30,Other,Virginia,Black,Current,Occasional,Less than high school,Uninsured,1-2 times/week,Fair,8+,Low,Service Industry,No,Underweight,"Less than $30,000"
792-15-1536,Chronic Respiratory Disease,18-30,Male,Michigan,Native American,Current,Never,Bachelor's degree,Private,Never,Excellent,Less than 6,Low,Office/Desk Job,Yes,Normal,"$75,000-$100,000"
470-17-2808,Hypertension,61+,Female,New York,Native American,Former,Never,Some college,Private,1-2 times/week,Excellent,Less than 6,Low,Unemployed,Yes,Underweight,"$30,000-$50,000"
174-89-1042,Liver Disease,46-60,Male,Arizona,Other,Never,Occasional,Less than high school,Medicaid,5+ times/week,Excellent,Less than 6,Low,Healthcare,Yes,Underweight,"$50,000-$75,000"
236-40-6543,Liver Disease,31-45,Male,Texas,Other,Former,Regular,Less than high school,Uninsured,3-4 times/week,Good,7-8,Low,Education,No,Normal,"$50,000-$75,000"
356-92-1352,Multiple Sclerosis,31-45,Male,North Carolina,Black,Never,Regular,Graduate degree,Medicare,1-2 times/week,Good,8+,High,Office/Desk Job,No,Normal,"$75,000-$100,000"
432-49-8360,Breast Cancer,61+,Other,Texas,Hispanic,Former,Never,Some college,Medicaid,1-2 times/week,Fair,Less than 6,Low,Retired,No,Underweight,"$30,000-$50,000"
939-63-7275,Arthritis,61+,Other,Virginia,Native American,Never,Occasional,High school graduate,Private,1-2 times/week,Fair,6-7,High,Office/Desk Job,Yes,Underweight,"Less than $30,000"
104-31-3269,Arthritis,18-30,Other,Michigan,Hispanic,Former,Regular,Less than high school,Private,3-4 times/week,Good,Less than 6,Low,Healthcare,Yes,Normal,"$50,000-$75,000"
828-59-9942,Heart Disease,61+,Other,Ohio,Native American,Current,Regular,Bachelor's degree,Medicaid,5+ times/week,Excellent,7-8,Low,Retired,No,Overweight,"$100,000+"
804-91-7570,Arthritis,46-60,Other,Colorado,Black,Former,Regular,High school graduate,Medicare,1-2 times/week,Poor,Less than 6,High,Unemployed,No,Overweight,"$75,000-$100,000"
458-28-6431,Lung Cancer,46-60,Female,Pennsylvania,Native American,Current,Occasional,Bachelor's degree,Medicare,1-2 times/week,Good,8+,Low,Retired,No,Overweight,"$75,000-$100,000"
926-20-5269,Type 2 Diabetes,31-45,Female,Pennsylvania,Caucasian,Former,Regular,High school graduate,Uninsured,1-2 times/week,Good,8+,Medium,Manual Labor,No,Underweight,"Less than $30,000"
462-27-4206,Hypertension,31-45,Other,Ohio,Hispanic,Former,Occasional,High school graduate,Private,1-2 times/week,Excellent,7-8,Medium,Office/Desk Job,Yes,Normal,"Less than $30,000"
542-49-2499,Breast Cancer,61+,Female,New York,Native American,Former,Never,High school graduate,Medicare,Never,Good,Less than 6,High,Retired,No,Obese,"$75,000-$100,000"
329-54-5511,Lung Cancer,31-45,Female,California,Asian,Current,Never,High school graduate,Private,Never,Fair,6-7,Medium,Retired,No,Normal,"Less than $30,000"
420-89-1674,Multiple Sclerosis,46-60,Female,Virginia,Caucasian,Never,Regular,Graduate degree,Private,5+ times/week,Fair,6-7,High,Education,No,Overweight,"$100,000+"
777-30-4863,Chronic Respiratory Disease,18-30,Male,Washington,Black,Never,Regular,Graduate degree,Private,Never,Good,Less than 6,High,Healthcare,Yes,Underweight,"$75,000-$100,000"
634-17-3116,Fibromyalgia,61+,Other,Georgia,Caucasian,Never,Never,Bachelor's degree,Medicare,Never,Fair,6-7,High,Retired,Yes,Overweight,"$100,000+"
119-23-9455,Arthritis,61+,Other,Washington,Asian,Former,Heavy,Some college,Medicare,Never,Poor,7-8,Medium,Retired,No,Normal,"$100,000+"
975-29-2236,Obesity,46-60,Other,Colorado,Black,Never,Regular,Less than high school,Private,Never,Fair,6-7,Low,Healthcare,Yes,Overweight,"$75,000-$100,000"
357-88-8414,Arthritis,46-60,Male,Massachusetts,Black,Former,Heavy,High school graduate,Medicaid,Never,Good,6-7,Low,Healthcare,Yes,Overweight,"Less than $30,000"
142-24-4158,Type 2 Diabetes,61+,Male,Colorado,Asian,Never,Occasional,High school graduate,Uninsured,5+ times/week,Good,Less than 6,Low,Retired,No,Underweight,"$30,000-$50,000"
292-33-2096,Chronic Respiratory Disease,61+,Male,Colorado,Asian,Current,Heavy,Some college,Uninsured,3-4 times/week,Poor,Less than 6,High,Retired,Yes,Obese,"$100,000+"
180-31-2422,Depression,61+,Female,Virginia,Other,Former,Occasional,High school graduate,Uninsured,Never,Fair,6-7,Low,Retired,Yes,Normal,"$75,000-$100,000"
699-88-2089,Multiple Sclerosis,31-45,Male,Colorado,Native American,Never,Heavy,Some college,Private,1-2 times/week,Fair,Less than 6,High,Healthcare,Yes,Normal,"$100,000+"
902-81-9873,Type 2 Diabetes,18-30,Other,Pennsylvania,Hispanic,Current,Never,High school graduate,Uninsured,1-2 times/week,Good,6-7,Low,Manual Labor,No,Underweight,"$75,000-$100,000"
189-76-2875,Heart Disease,46-60,Male,Florida,Other,Never,Heavy,Bachelor's degree,Private,3-4 times/week,Poor,Less than 6,Low,Healthcare,No,Underweight,"$100,000+"
912-46-8836,Lung Cancer,46-60,Male,Texas,Other,Never,Heavy,Some college,Uninsured,3-4 times/week,Fair,7-8,Low,Service Industry,Yes,Normal,"$30,000-$50,000"
168-23-6348,Colorectal Cancer,31-45,Female,Massachusetts,Asian,Current,Never,Some college,Private,3-4 times/week,Good,6-7,High,Office/Desk Job,No,Overweight,"$30,000-$50,000"
267-40-1204,Arthritis,61+,Other,New York,Other,Former,Heavy,High school graduate,Private,3-4 times/week,Excellent,7-8,Low,Retired,Yes,Underweight,"$30,000-$50,000"
870-43-2159,Heart Disease,61+,Female,Ohio,Hispanic,Former,Never,Graduate degree,Medicaid,3-4 times/week,Good,8+,Low,Healthcare,No,Normal,"$100,000+"
413-60-4466,Depression,31-45,Male,Massachusetts,Caucasian,Current,Regular,Some college,Medicare,1-2 times/week,Poor,Less than 6,High,Education,Yes,Underweight,"$50,000-$75,000"
302-95-5660,Chronic Respiratory Disease,46-60,Female,Illinois,Other,Current,Occasional,Graduate degree,Medicaid,1-2 times/week,Poor,8+,Low,Unemployed,No,Overweight,"$75,000-$100,000"
381-86-7946,Type 2 Diabetes,46-60,Other,Ohio,Hispanic,Current,Heavy,High school graduate,Private,3-4 times/week,Good,Less than 6,Medium,Unemployed,No,Overweight,"$100,000+"
696-84-7428,Chronic Respiratory Disease,61+,Female,Ohio,Black,Current,Occasional,Bachelor's degree,Medicaid,3-4 times/week,Poor,8+,Low,Education,Yes,Underweight,"$100,000+"
796-85-3499,Colorectal Cancer,31-45,Male,North Carolina,Hispanic,Never,Occasional,Less than high school,Medicare,5+ times/week,Excellent,8+,Low,Healthcare,Yes,Overweight,"Less than $30,000"
789-52-3042,Liver Disease,46-60,Male,Arizona,Hispanic,Former,Heavy,High school graduate,Medicaid,1-2 times/week,Good,8+,Low,Service Industry,Yes,Overweight,"Less than $30,000"
104-83-9050,Depression,46-60,Female,Massachusetts,Native American,Never,Heavy,Less than high school,Private,3-4 times/week,Good,6-7,Medium,Unemployed,Yes,Underweight,"$75,000-$100,000"
506-30-3825,Arthritis,31-45,Female,Georgia,Black,Never,Regular,Graduate degree,Medicare,Never,Fair,6-7,Low,Unemployed,No,Overweight,"$75,000-$100,000"
191-93-3481,Chronic Respiratory Disease,18-30,Female,Washington,Black,Former,Regular,Graduate degree,Uninsured,Never,Fair,8+,Medium,Education,Yes,Overweight,"Less than $30,000"
286-77-8700,Hypertension,61+,Female,Massachusetts,Black,Former,Occasional,Graduate degree,Private,3-4 times/week,Fair,8+,High,Retired,No,Underweight,"$50,000-$75,000"
251-39-8480,Heart Disease,61+,Male,Pennsylvania,Hispanic,Current,Heavy,Some college,Uninsured,3-4 times/week,Fair,8+,Low,Retired,Yes,Normal,"Less than $30,000"
695-43-7254,Heart Disease,46-60,Other,Arizona,Caucasian,Never,Occasional,Less than high school,Private,1-2 times/week,Poor,Less than 6,Low,Retired,Yes,Obese,"$75,000-$100,000"
509-11-2269,Colorectal Cancer,31-45,Female,North Carolina,Black,Never,Regular,High school graduate,Uninsured,1-2 times/week,Good,Less than 6,Low,Healthcare,Yes,Normal,"$75,000-$100,000"
728-44-1127,Breast Cancer,46-60,Other,California,Native American,Never,Never,Some college,Private,1-2 times/week,Poor,Less than 6,High,Service Industry,No,Overweight,"$75,000-$100,000"
344-94-2212,Multiple Sclerosis,31-45,Male,Massachusetts,Native American,Current,Heavy,Graduate degree,Private,5+ times/week,Excellent,8+,Low,Unemployed,Yes,Underweight,"$100,000+"
985-20-6205,Arthritis,18-30,Male,Texas,Black,Current,Regular,Some college,Medicaid,1-2 times/week,Good,8+,High,Education,No,Underweight,"Less than $30,000"
763-23-7615,Chronic Respiratory Disease,18-30,Female,Florida,Other,Former,Heavy,Some college,Medicare,5+ times/week,Excellent,8+,High,Healthcare,No,Overweight,"$50,000-$75,000"
845-13-2324,Chronic Respiratory Disease,46-60,Male,Michigan,Other,Current,Heavy,High school graduate,Private,1-2 times/week,Excellent,6-7,Medium,Service Industry,No,Overweight,"$50,000-$75,000"
238-47-3811,Chronic Respiratory Disease,18-30,Female,Ohio,Native American,Current,Heavy,High school graduate,Medicaid,5+ times/week,Excellent,6-7,Low,Education,Yes,Normal,"$75,000-$100,000"
241-14-3840,Fibromyalgia,46-60,Other,Virginia,Native American,Former,Occasional,Some college,Medicare,3-4 times/week,Fair,8+,Medium,Service Industry,No,Normal,"$75,000-$100,000"
487-84-9094,Chronic Kidney Disease,46-60,Male,North Carolina,Asian,Current,Heavy,Bachelor's degree,Uninsured,Never,Excellent,8+,Medium,Retired,Yes,Overweight,"$100,000+"
591-22-8809,Sleep Apnea,18-30,Female,Massachusetts,Caucasian,Former,Regular,High school graduate,Private,3-4 times/week,Good,Less than 6,High,Healthcare,Yes,Overweight,"$50,000-$75,000"
299-94-2539,Chronic Respiratory Disease,61+,Female,California,Asian,Former,Occasional,Some college,Medicare,1-2 times/week,Good,7-8,High,Retired,No,Underweight,"$50,000-$75,000"
226-72-4072,Arthritis,61+,Male,Illinois,Asian,Never,Never,Graduate degree,Medicare,5+ times/week,Good,7-8,Medium,Retired,No,Underweight,"$30,000-$50,000"
866-70-1316,Sleep Apnea,46-60,Female,Massachusetts,Black,Never,Occasional,Some college,Private,1-2 times/week,Poor,6-7,High,Unemployed,No,Normal,"$30,000-$50,000"
621-58-8993,Liver Disease,31-45,Female,North Carolina,Native American,Former,Regular,Some college,Medicaid,3-4 times/week,Fair,6-7,Medium,Office/Desk Job,No,Overweight,"$100,000+"
269-46-3254,Depression,46-60,Male,North Carolina,Other,Current,Never,Less than high school,Uninsured,5+ times/week,Poor,8+,Medium,Unemployed,Yes,Underweight,"Less than $30,000"
992-48-2426,Chronic Kidney Disease,31-45,Male,Arizona,Caucasian,Never,Never,High school graduate,Private,Never,Poor,Less than 6,High,Service Industry,Yes,Underweight,"$75,000-$100,000"
993-47-4274,Breast Cancer,18-30,Male,Florida,Black,Former,Regular,Bachelor's degree,Medicare,Never,Excellent,8+,Low,Manual Labor,Yes,Overweight,"$75,000-$100,000"
801-16-7300,Chronic Respiratory Disease,31-45,Female,Michigan,Other,Current,Occasional,Graduate degree,Medicaid,3-4 times/week,Good,6-7,Low,Office/Desk Job,Yes,Underweight,"$75,000-$100,000"
360-72-7855,Chronic Respiratory Disease,61+,Female,New York,Native American,Current,Heavy,Less than high school,Medicaid,Never,Excellent,6-7,High,Education,No,Underweight,"$50,000-$75,000"
872-92-9866,Chronic Kidney Disease,61+,Female,Virginia,Other,Current,Occasional,Less than high school,Medicaid,3-4 times/week,Fair,Less than 6,Low,Retired,Yes,Underweight,"$100,000+"
246-51-9610,Hypertension,61+,Male,Ohio,Caucasian,Current,Occasional,High school graduate,Medicare,1-2 times/week,Fair,7-8,Low,Retired,Yes,Underweight,"$75,000-$100,000"
245-11-8267,Lung Cancer,18-30,Female,Ohio,Native American,Current,Regular,High school graduate,Private,Never,Fair,6-7,High,Unemployed,No,Obese,"$100,000+"
896-15-6252,Type 2 Diabetes,61+,Female,Virginia,Native American,Never,Occasional,Bachelor's degree,Uninsured,Never,Poor,8+,Medium,Office/Desk Job,No,Underweight,"$75,000-$100,000"
703-40-8150,Liver Disease,46-60,Male,New York,Black,Current,Never,High school graduate,Uninsured,3-4 times/week,Good,7-8,Low,Unemployed,No,Underweight,"$50,000-$75,000"
126-47-2328,Multiple Sclerosis,31-45,Female,Texas,Black,Former,Occasional,Some college,Medicare,1-2 times/week,Poor,6-7,Medium,Healthcare,Yes,Obese,"$100,000+"
435-89-1894,Lung Cancer,18-30,Female,Michigan,Hispanic,Never,Regular,Some college,Medicare,3-4 times/week,Excellent,7-8,Low,Service Industry,Yes,Normal,"Less than $30,000"
240-40-4893,Depression,61+,Female,Texas,Native American,Never,Never,High school graduate,Medicare,3-4 times/week,Excellent,6-7,High,Manual Labor,Yes,Obese,"$75,000-$100,000"
115-72-5467,Hypertension,46-60,Other,Colorado,Black,Former,Regular,Less than high school,Medicare,1-2 times/week,Poor,Less than 6,Medium,Unemployed,Yes,Normal,"$75,000-$100,000"
183-71-8196,Liver Disease,61+,Male,North Carolina,Asian,Current,Regular,Some college,Uninsured,5+ times/week,Good,6-7,Medium,Retired,Yes,Underweight,"$100,000+"
789-61-5529,Hypertension,46-60,Other,Texas,Hispanic,Never,Heavy,Bachelor's degree,Uninsured,1-2 times/week,Fair,6-7,High,Office/Desk Job,No,Overweight,"$100,000+"
977-81-3668,Heart Disease,31-45,Other,Colorado,Caucasian,Former,Never,Graduate degree,Medicaid,Never,Good,Less than 6,High,Office/Desk Job,Yes,Obese,"$75,000-$100,000"
702-55-3770,Chronic Respiratory Disease,31-45,Other,Arizona,Asian,Current,Regular,Bachelor's degree,Private,1-2 times/week,Excellent,Less than 6,Medium,Service Industry,No,Normal,"$75,000-$100,000"
610-63-7753,Type 2 Diabetes,31-45,Other,Florida,Black,Never,Occasional,High school graduate,Medicaid,3-4 times/week,Excellent,7-8,Low,Education,No,Underweight,"$100,000+"
729-67-5287,Fibromyalgia,46-60,Other,Arizona,Native American,Former,Regular,Bachelor's degree,Medicare,Never,Excellent,7-8,Low,Office/Desk Job,No,Obese,"$75,000-$100,000"
962-32-3632,Breast Cancer,61+,Other,Michigan,Black,Never,Occasional,Graduate degree,Medicare,1-2 times/week,Excellent,6-7,High,Service Industry,Yes,Underweight,"$100,000+"
728-17-1326,Hypertension,46-60,Other,Virginia,Asian,Current,Never,Bachelor's degree,Uninsured,3-4 times/week,Fair,Less than 6,Medium,Retired,Yes,Normal,"$50,000-$75,000"
789-55-1046,Liver Disease,31-45,Male,Virginia,Other,Never,Never,High school graduate,Private,5+ times/week,Fair,8+,Medium,Education,No,Underweight,"$100,000+"
177-15-4256,Hypertension,61+,Other,Texas,Asian,Current,Never,Some college,Private,1-2 times/week,Poor,7-8,Medium,Retired,No,Normal,"$75,000-$100,000"
304-39-1756,Hypertension,61+,Other,Pennsylvania,Asian,Never,Never,Less than high school,Uninsured,Never,Poor,8+,Medium,Education,No,Overweight,"$50,000-$75,000"
166-66-1440,Chronic Respiratory Disease,31-45,Female,Virginia,Native American,Current,Heavy,Some college,Uninsured,3-4 times/week,Fair,Less than 6,Medium,Office/Desk Job,No,Normal,"$50,000-$75,000"
666-39-6812,Hypertension,46-60,Male,Arizona,Black,Never,Never,Bachelor's degree,Private,5+ times/week,Good,Less than 6,Low,Office/Desk Job,Yes,Underweight,"$30,000-$50,000"
727-23-7810,Chronic Kidney Disease,46-60,Male,Georgia,Hispanic,Never,Never,High school graduate,Uninsured,5+ times/week,Fair,6-7,High,Healthcare,Yes,Normal,"Less than $30,000"
688-46-2079,Type 2 Diabetes,46-60,Male,Arizona,Hispanic,Never,Regular,High school graduate,Medicaid,Never,Poor,6-7,High,Unemployed,Yes,Overweight,"$30,000-$50,000"
247-90-5648,Hypertension,31-45,Male,Georgia,Native American,Never,Regular,Less than high school,Uninsured,1-2 times/week,Excellent,7-8,Medium,Unemployed,Yes,Underweight,"$100,000+"
576-42-4782,Breast Cancer,18-30,Other,Illinois,Hispanic,Never,Occasional,High school graduate,Medicaid,1-2 times/week,Poor,Less than 6,Medium,Unemployed,No,Obese,"$100,000+"
148-69-1639,Lung Cancer,46-60,Male,Massachusetts,Caucasian,Current,Regular,Less than high school,Uninsured,1-2 times/week,Poor,8+,Low,Manual Labor,Yes,Underweight,"$75,000-$100,000"
499-13-4352,Breast Cancer,46-60,Male,Pennsylvania,Asian,Current,Regular,High school graduate,Private,5+ times/week,Excellent,Less than 6,High,Service Industry,Yes,Obese,"$50,000-$75,000"
192-56-8952,Liver Disease,18-30,Male,Virginia,Other,Never,Occasional,Bachelor's degree,Private,5+ times/week,Poor,6-7,High,Education,Yes,Underweight,"$75,000-$100,000"
473-73-6091,Chronic Respiratory Disease,31-45,Female,Florida,Hispanic,Former,Heavy,Bachelor's degree,Medicaid,1-2 times/week,Poor,6-7,High,Retired,No,Normal,"$50,000-$75,000"
935-17-7484,Arthritis,61+,Male,Virginia,Native American,Former,Never,Some college,Medicare,1-2 times/week,Fair,6-7,Medium,Retired,Yes,Overweight,"$75,000-$100,000"
907-85-1517,Liver Disease,46-60,Other,New York,Black,Former,Heavy,High school graduate,Medicare,Never,Excellent,Less than 6,High,Unemployed,Yes,Overweight,"$100,000+"
832-52-5326,Multiple Sclerosis,18-30,Female,North Carolina,Asian,Former,Heavy,Less than high school,Medicaid,Never,Excellent,8+,Low,Office/Desk Job,No,Normal,"$30,000-$50,000"
479-25-9927,Fibromyalgia,61+,Male,California,Native American,Current,Heavy,Some college,Medicaid,3-4 times/week,Excellent,Less than 6,Medium,Retired,No,Underweight,"$50,000-$75,000"
144-95-5437,Arthritis,31-45,Other,Illinois,Black,Never,Heavy,Some college,Uninsured,3-4 times/week,Poor,Less than 6,High,Manual Labor,Yes,Underweight,"$50,000-$75,000"
